Brand,Car Model,Car Name,Car Variant,Car Transmission,KM driven,Owner Type,Fuel Type,Registration ID,Monthly EMI,Car Price,Downpayment Amount,Location
Maruti,2017,IGNIS DELTA 1.2,IGNIS DELTA 1.2,Manual,"56,219 km",2nd owner,CNG,MH12-PH6801,"₹8,602/month",₹4.4 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2022,New Wagon-R LXI 1.0,New Wagon-R LXI 1.0,Manual,"31,378 km",1st owner,Petrol,MH48-CC6624,"₹11,261/month",₹5.76 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2018,Creta SX AT 1.6 PETROL,Creta SX AT 1.6 PETROL,Automatic,"50,441 km",1st owner,Petrol,MH48-BH0006,"₹20,176/month",₹10.6 Lakh,On Zero down payment,"Goregaon, Mumbai"
Mahindra,2021,XUV300 W6 1.2 PETROL AMT,XUV300 W6 1.2 PETROL AMT,Automatic,"17,985 km",1st owner,Petrol,MH03-DU9494,"₹17,074/month",₹8.97 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2019,NEXON XZA PLUS DIESEL,NEXON XZA PLUS DIESEL,Automatic,"51,506 km",2nd owner,Diesel,MH04-KD4586,"₹16,445/month",₹8.64 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Automatic,"90,305 km",1st owner,Petrol,MH46-BA5115,"₹16,350/month",₹8.59 Lakh,On Zero down payment,"Goregaon, Mumbai"
Toyota,2017,Corolla Altis VL CVT PETROL,Corolla Altis VL CVT PETROL,Automatic,"61,520 km",1st owner,Petrol,MH47-AB1659,"₹20,195/month",₹10.61 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"45,213 km",1st owner,Petrol,MH05-DS4309,"₹9,228/month",₹4.72 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2017,Celerio VXI CNG,Celerio VXI CNG,Manual,"49,606 km",1st owner,CNG,MH05-DH0982,"₹8,387/month",₹4.29 Lakh,On Zero down payment,Seawood
Skoda,2018,Rapid STYLE 1.5 TDI AT,Rapid STYLE 1.5 TDI AT,Automatic,"119,830 km",1st owner,Diesel,MH47-AG9110,"₹15,800/month",₹7.1 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2017,Jazz 1.2L I-VTEC SV,Jazz 1.2L I-VTEC SV,Manual,"25,602 km",2nd owner,Petrol,MH03-CS5463,"₹9,228/month",₹4.72 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2022,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,Automatic,"16,539 km",1st owner,Petrol,MH01-DX8764,"₹15,406/month",₹7.88 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2011,i10 SPORTZ 1.2,i10 SPORTZ 1.2,Manual,"30,375 km",3rd owner,Petrol,MH03-AZ4909,"₹10,497/month",₹2.23 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2023,BREZZA ZXI SMART HYBRID,BREZZA ZXI SMART HYBRID,Manual,"10,117 km",1st owner,Petrol,MH47-BK5276,"₹23,907/month",₹12.56 Lakh,On Zero down payment,"Goregaon, Mumbai"
Skoda,2013,Rapid ACTIVE 1.6 MPI MT PLUS,Rapid ACTIVE 1.6 MPI MT PLUS,Manual,"90,993 km",1st owner,Petrol,MH02-DG8274,"₹9,533/month",₹3.62 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2012,Wagon R 1.0 VXI,Wagon R 1.0 VXI,Manual,"43,569 km",2nd owner,Petrol,MH02-CL4274,"₹8,281/month",₹2.49 Lakh,On Zero down payment,Seawood
Volkswagen,2012,Vento HIGHLINE 1.6 MPI,Vento HIGHLINE 1.6 MPI,Manual,"93,393 km",1st owner,Petrol,MH01-BG2582,"₹10,595/month",₹3.19 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2019,Creta SX 1.6 PETROL,Creta SX 1.6 PETROL,Manual,"70,430 km",2nd owner,Petrol,MH03-DG2416,"₹16,674/month",₹8.76 Lakh,On Zero down payment,"Goregaon, Mumbai"
Tata,2019,NEXON XZA PLUS PETROL,NEXON XZA PLUS PETROL,Automatic,"61,806 km",1st owner,Petrol,MH47-AN2319,"₹15,425/month",₹7.89 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2018,WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Manual,"45,344 km",1st owner,Petrol,MH47-AG7888,"₹12,375/month",₹6.33 Lakh,On Zero down payment,Seawood
Hyundai,2017,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"40,049 km",2nd owner,Petrol,MH04-JB2917,"₹10,147/month",₹5.19 Lakh,On Zero down payment,"Goregaon, Mumbai"
Tata,2019,NEXON XZA PLUS PETROL,NEXON XZA PLUS PETROL,Automatic,"18,707 km",1st owner,Petrol,MH01-DE5189,"₹16,202/month",₹8.51 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2020,S PRESSO VXI CNG,S PRESSO VXI CNG,Manual,"66,992 km",1st owner,CNG,MH04-KL4761,"₹8,250/month",₹4.22 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2013,i10 SPORTZ 1.2,i10 SPORTZ 1.2,Manual,"72,416 km",1st owner,Petrol,MH02-CW6568,"₹7,373/month",₹2.8 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2015,City 1.5L I-VTEC SV,City 1.5L I-VTEC SV,Manual,"41,887 km",2nd owner,Petrol,MH05-CH4903,"₹10,068/month",₹5.15 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2014,Xcent S 1.2,Xcent S 1.2,Manual,"42,400 km",1st owner,Petrol,MH41-V5956,"₹9,076/month",₹4.08 Lakh,On Zero down payment,Seawood
Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"32,331 km",1st owner,Petrol,MH01-DE2414,"₹9,795/month",₹5.01 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2021,New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Manual,"30,981 km",1st owner,CNG,MH05-EJ9858,"₹11,887/month",₹6.08 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2015,i10 MAGNA 1.1,i10 MAGNA 1.1,Manual,"55,760 km",2nd owner,Petrol,MH02-DW3371,"₹6,172/month",₹3.16 Lakh,On Zero down payment,Seawood
Maruti,2019,IGNIS ALPHA 1.2,IGNIS ALPHA 1.2,Manual,"22,343 km",2nd owner,Petrol,MH01-DE9245,"₹10,577/month",₹5.41 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Manual,"101,128 km",2nd owner,Petrol,MH01-CP8949,"₹15,905/month",₹7.15 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2018,NEXON XZA PLUS DIESEL DUAL TONE,NEXON XZA PLUS DIESEL DUAL TONE,Automatic,"104,792 km",1st owner,Diesel,MH48-AW9583,"₹15,794/month",₹7.1 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2022,New Wagon-R ZXI 1.2,New Wagon-R ZXI 1.2,Manual,"4,466 km",1st owner,Petrol,MH47-BB6241,"₹12,821/month",₹6.56 Lakh,On Zero down payment,"Goregaon, Mumbai"
Volkswagen,2018,Vento HIGHLINE PLUS 1.5 AT 16 ALLOY,Vento HIGHLINE PLUS 1.5 AT 16 ALLOY,Automatic,"70,205 km",2nd owner,Diesel,MH02-EZ6562,"₹15,303/month",₹8.04 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Automatic,"78,285 km",1st owner,Petrol,MH47-Q6548,"₹7,622/month",₹3.9 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2015,Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Automatic,"63,245 km",1st owner,Petrol,MH04-GZ5404,"₹9,697/month",₹4.96 Lakh,On Zero down payment,"Mulund West, Mumbai"
Jeep,2018,Compass LONGITUDE 2.0 DIESEL,Compass LONGITUDE 2.0 DIESEL,Manual,"44,734 km",2nd owner,Diesel,MH02-EU2730,"₹21,185/month",₹11.13 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"64,970 km",1st owner,CNG,MH12-MB5538,"₹9,428/month",₹3.58 Lakh,On Zero down payment,Seawood
Volkswagen,2016,Ameo HIGHLINE1.2L,Ameo HIGHLINE1.2L,Manual,"35,143 km",1st owner,Petrol,MH04-HU1583,"₹10,029/month",₹5.13 Lakh,On Zero down payment,"Goregaon, Mumbai"
Tata,2022,TIGOR XZ PLUS CNG,TIGOR XZ PLUS CNG,Manual,"5,837 km",1st owner,CNG,MH05-FB2647,"₹15,760/month",₹8.28 Lakh,On Zero down payment,"Goregaon, Mumbai"
Jeep,2019,Compass LIMITED PLUS PETROL AT,Compass LIMITED PLUS PETROL AT,Automatic,"36,921 km",1st owner,Petrol,MH03-DG5007,"₹28,589/month",₹15.02 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Manual,"75,175 km",1st owner,Petrol,MH04-HX5696,"₹14,897/month",₹7.62 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2017,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"25,723 km",1st owner,Petrol,MH47-W8580,"₹10,948/month",₹5.6 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2019,XUV300 W8 1.5 DIESEL,XUV300 W8 1.5 DIESEL,Manual,"51,938 km",1st owner,Diesel,MH02-FE2491,"₹16,826/month",₹8.84 Lakh,On Zero down payment,"Mulund West, Mumbai"
Toyota,2019,Glanza G CVT,Glanza G CVT,Automatic,"21,695 km",1st owner,Petrol,MH47-AN6082,"₹14,233/month",₹7.28 Lakh,On Zero down payment,Seawood
Jeep,2018,Compass LIMITED (O) 1.4 PETROL AT,Compass LIMITED (O) 1.4 PETROL AT,Automatic,"82,809 km",1st owner,Petrol,MH02-EZ2906,"₹21,128/month",₹11.1 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2019,NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Manual,"70,159 km",1st owner,CNG,MH04-KD0281,"₹9,795/month",₹5.01 Lakh,On Zero down payment,Seawood
Maruti,2019,Ciaz ALPHA AT 1.5 SHVS PETROL,Ciaz ALPHA AT 1.5 SHVS PETROL,Automatic,"66,269 km",2nd owner,Petrol,MH05-EA1393,"₹13,881/month",₹7.1 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2019,NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Manual,"73,820 km",1st owner,CNG,MH05-DS9073,"₹10,010/month",₹5.12 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2021,TIGOR XZA PLUS PETROL,TIGOR XZA PLUS PETROL,Automatic,"39,046 km",1st owner,Petrol,MH04-KR4691,"₹13,763/month",₹7.04 Lakh,On Zero down payment,"Goregaon, Mumbai"
Mahindra,2022,XUV300 W6 1.5 DIESEL AMT,XUV300 W6 1.5 DIESEL AMT,Automatic,"11,461 km",1st owner,Diesel,MH05-FB3619,"₹21,242/month",₹11.16 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2014,Celerio VXI AMT,Celerio VXI AMT,Automatic,"76,296 km",1st owner,Petrol,MH04-GJ7034,"₹7,207/month",₹3.24 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2022,New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Manual,"33,292 km",1st owner,CNG,MH47-BB9573,"₹12,493/month",₹6.39 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2020,Ciaz ALPHA AT 1.5 SHVS PETROL,Ciaz ALPHA AT 1.5 SHVS PETROL,Automatic,"31,021 km",1st owner,Petrol,MH47-BF4533,"₹17,150/month",₹9.01 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2021,Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Automatic,"29,291 km",1st owner,Petrol,MH04-KR5936,"₹17,188/month",₹9.03 Lakh,On Zero down payment,Seawood
Toyota,2020,Glanza V CVT,Glanza V CVT,Automatic,"56,916 km",1st owner,Petrol,MH47-AN8831,"₹14,213/month",₹7.27 Lakh,On Zero down payment,"Goregaon, Mumbai"
MG,2019,HECTOR SHARP 1.5 DCT PETROL,HECTOR SHARP 1.5 DCT PETROL,Automatic,"45,878 km",1st owner,Petrol,MH01-DK7299,"₹27,466/month",₹14.43 Lakh,On Zero down payment,Seawood
Hyundai,2017,Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"41,051 km",1st owner,Petrol,MH47-W3186,"₹8,387/month",₹4.29 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2019,New Wagon-R VXI 1.2,New Wagon-R VXI 1.2,Manual,"37,678 km",1st owner,Petrol,MH47-AN3125,"₹9,599/month",₹4.91 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2019,Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Automatic,"54,408 km",2nd owner,Petrol,MH47-AG8212,"₹13,587/month",₹6.95 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2012,Swift Dzire ZXI,Swift Dzire ZXI,Manual,"60,719 km",1st owner,Petrol,MH01-BF4257,"₹12,190/month",₹3.67 Lakh,On Zero down payment,Seawood
Maruti,2015,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"81,560 km",1st owner,CNG,MH02-DZ0149,"₹9,270/month",₹3.52 Lakh,On Zero down payment,Seawood
Maruti,2021,Ciaz ALPHA AT 1.5 SHVS PETROL,Ciaz ALPHA AT 1.5 SHVS PETROL,Automatic,"33,706 km",1st owner,Petrol,MH03-DK9751,"₹18,768/month",₹9.86 Lakh,On Zero down payment,"Goregaon, Mumbai"
Nissan,2013,Micra XV CVT,Micra XV CVT,Automatic,"36,761 km",1st owner,Petrol,MH02-CZ8562,"₹9,401/month",₹3.57 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2019,S PRESSO VXI+,S PRESSO VXI+,Manual,"4,296 km",1st owner,Petrol,MH46-BQ4733,"₹8,680/month",₹4.44 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2014,Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,"35,272 km",1st owner,Petrol,MH01-BU6737,"₹9,031/month",₹4.06 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2020,S PRESSO VXI CNG,S PRESSO VXI CNG,Manual,"26,321 km",1st owner,CNG,MH05-EJ1359,"₹8,954/month",₹4.58 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2012,i10 SPORTZ 1.2,i10 SPORTZ 1.2,Manual,"118,765 km",1st owner,Petrol,MH05-BL2011,"₹8,204/month",₹2.47 Lakh,On Zero down payment,"Mulund West, Mumbai"
Toyota,2019,Glanza V CVT,Glanza V CVT,Automatic,"15,816 km",1st owner,Petrol,MH47-AN4945,"₹15,503/month",₹7.93 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2017,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"21,635 km",1st owner,Petrol,MH43-BK1841,"₹9,247/month",₹4.73 Lakh,On Zero down payment,"Goregaon, Mumbai"
Jeep,2018,Compass LIMITED (O) 1.4 PETROL AT,Compass LIMITED (O) 1.4 PETROL AT,Automatic,"38,696 km",2nd owner,Petrol,MH03-DA0504,"₹25,068/month",₹13.17 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2020,S PRESSO VXI PLUS AMT,S PRESSO VXI PLUS AMT,Automatic,"34,771 km",1st owner,Petrol,MH47-AU4208,"₹8,778/month",₹4.49 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2014,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"83,278 km",1st owner,CNG,MH02-DJ9285,"₹10,810/month",₹3.25 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2019,WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Manual,"70,985 km",1st owner,Petrol,MH47-AG9733,"₹13,333/month",₹6.82 Lakh,On Zero down payment,"Mulund West, Mumbai"
Toyota,2018,Corolla Altis VL CVT PETROL,Corolla Altis VL CVT PETROL,Automatic,"77,581 km",2nd owner,Petrol,MH01-DB3533,"₹19,529/month",₹10.26 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2020,Ciaz ALPHA AT 1.5 SHVS PETROL,Ciaz ALPHA AT 1.5 SHVS PETROL,Automatic,"23,697 km",1st owner,Petrol,MH02-FJ3525,"₹17,416/month",₹9.15 Lakh,On Zero down payment,"Goregaon, Mumbai"
Skoda,2013,Rapid AMBITION 1.6 TDI CR MT PLUS,Rapid AMBITION 1.6 TDI CR MT PLUS,Manual,"81,468 km",1st owner,Diesel,MH02-DG1746,"₹14,681/month",₹4.42 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2021,Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Automatic,"16,992 km",1st owner,Petrol,MH04-KR3239,"₹18,425/month",₹9.68 Lakh,On Zero down payment,Seawood
Maruti,2015,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"58,961 km",1st owner,CNG,MH05-CM2848,"₹9,796/month",₹3.72 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2020,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,Automatic,"11,665 km",1st owner,Petrol,MH01-DP2693,"₹14,213/month",₹7.27 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2021,XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,"41,278 km",1st owner,Petrol,MH03-DU1760,"₹20,957/month",₹11.01 Lakh,On Zero down payment,"Mulund West, Mumbai"
Mahindra,2022,XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,"20,405 km",1st owner,Petrol,MH04-KW9073,"₹21,915/month",₹11.51 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"20,257 km",2nd owner,Petrol,MH43-BN3791,"₹10,088/month",₹5.16 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2014,Alto 800 LXI,Alto 800 LXI,Manual,"40,797 km",1st owner,Petrol,MH02-DS6160,"₹5,116/month",₹2.3 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Manual,"69,147 km",1st owner,Petrol,MH01-CH6341,"₹13,998/month",₹7.16 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2021,New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Manual,"13,032 km",1st owner,CNG,MH05-EQ3470,"₹12,297/month",₹6.29 Lakh,On Zero down payment,"Mulund West, Mumbai"
KIA,2022,SELTOS HTK PLUS 1.5 IMT,SELTOS HTK PLUS 1.5 IMT,Manual,"15,485 km",2nd owner,Petrol,MH02-FR4672,"₹22,041/month",₹11.58 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2019,Harrier XM 2.0L KRYOTEC,Harrier XM 2.0L KRYOTEC,Manual,"44,103 km",2nd owner,Diesel,MH05-EA5695,"₹20,290/month",₹10.66 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Manual,"11,847 km",1st owner,CNG,MH03-BS9856,"₹8,901/month",₹3.38 Lakh,On Zero down payment,"Goregaon, Mumbai"
KIA,2020,SONET GTX PLUS 1.0 IMT,SONET GTX PLUS 1.0 IMT,Manual,"48,448 km",1st owner,Petrol,MH47-AU4591,"₹18,520/month",₹9.73 Lakh,On Zero down payment,"Mulund West, Mumbai"
MG,2021,HECTOR SHARP 1.5 DCT PETROL,HECTOR SHARP 1.5 DCT PETROL,Automatic,"20,465 km",1st owner,Petrol,MH47-AY6976,"₹28,037/month",₹14.73 Lakh,On Zero down payment,"Goregaon, Mumbai"
Jeep,2017,Compass LIMITED (O) 2.0 DIESEL,Compass LIMITED (O) 2.0 DIESEL,Manual,"99,924 km",1st owner,Diesel,MH04-HX8985,"₹19,091/month",₹10.03 Lakh,On Zero down payment,"Mulund West, Mumbai"
Tata,2019,Harrier XZ 2.0L DUAL TONE,Harrier XZ 2.0L DUAL TONE,Manual,"32,810 km",1st owner,Diesel,MH12-RT7549,"₹26,702/month",₹14.03 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2020,AURA SX PLUS 1.2 AMT CRDI,AURA SX PLUS 1.2 AMT CRDI,Manual,"58,033 km",2nd owner,Diesel,MH05-EA8831,"₹13,372/month",₹6.84 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2015,Celerio VXI AMT,Celerio VXI AMT,Automatic,"73,014 km",2nd owner,Petrol,MH02-DW5830,"₹6,530/month",₹3.34 Lakh,On Zero down payment,"Goregaon, Mumbai"
Volkswagen,2017,Ameo HIGHLINE1.2L PLUS 16 ALLOY,Ameo HIGHLINE1.2L PLUS 16 ALLOY,Manual,"47,924 km",1st owner,Petrol,MH01-DB1182,"₹8,915/month",₹4.56 Lakh,On Zero down payment,Seawood
Maruti,2016,Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Automatic,"33,929 km",1st owner,Petrol,MH01-CD8464,"₹10,498/month",₹5.37 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Automatic,"12,854 km",1st owner,Petrol,MH01-CD3249,"₹9,462/month",₹4.84 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2023,Dzire ZXI Plus AMT,Dzire ZXI Plus AMT,Automatic,"12,473 km",1st owner,Petrol,MH02-FY1811,"₹16,084/month",₹8.45 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2019,S Cross ZETA 1.3,S Cross ZETA 1.3,Manual,"60,610 km",1st owner,Diesel,MH03-DG7572,"₹15,307/month",₹8.04 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"56,392 km",1st owner,Petrol,MH02-DN2418,"₹7,674/month",₹3.45 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2017,WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Manual,"23,037 km",1st owner,Petrol,MH02-EP7252,"₹12,356/month",₹6.32 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2016,Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Automatic,"48,814 km",1st owner,Petrol,MH02-EK1912,"₹9,853/month",₹5.04 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2018,Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Automatic,"29,002 km",2nd owner,Petrol,MH02-EZ5374,"₹11,065/month",₹5.66 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2020,New Wagon-R ZXI 1.2 AMT,New Wagon-R ZXI 1.2 AMT,Automatic,"24,495 km",1st owner,Petrol,MH02-FJ3914,"₹10,733/month",₹5.49 Lakh,On Zero down payment,Seawood
Maruti,2012,Swift VXI,Swift VXI,Manual,"15,045 km",1st owner,Petrol,MH03-BE4271,"₹11,226/month",₹3.38 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2015,Baleno ZETA DIESEL 1.3,Baleno ZETA DIESEL 1.3,Manual,"56,687 km",1st owner,Diesel,MH04-GZ9727,"₹13,169/month",₹5.92 Lakh,On Zero down payment,"Mulund West, Mumbai"
Volkswagen,2015,Polo HIGHLINE1.2L,Polo HIGHLINE1.2L,Manual,"25,818 km",3rd owner,Petrol,MH01-BY1910,"₹7,019/month",₹3.59 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2015,Jazz 1.2L I-VTEC V,Jazz 1.2L I-VTEC V,Manual,"89,508 km",1st owner,Petrol,MH43-AT5477,"₹8,055/month",₹4.12 Lakh,On Zero down payment,"Goregaon, Mumbai"
Renault,2020,Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Manual,"46,581 km",1st owner,Petrol,MH47-AU3928,"₹8,583/month",₹4.39 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2014,Brio VX AT,Brio VX AT,Automatic,"69,196 km",2nd owner,Petrol,MH03-BS4158,"₹7,808/month",₹3.51 Lakh,On Zero down payment,"Goregaon, Mumbai"
Hyundai,2016,Creta BASE 1.6 PETROL,Creta BASE 1.6 PETROL,Manual,"53,853 km",1st owner,Petrol,MH03-CB4217,"₹13,196/month",₹6.75 Lakh,On Zero down payment,"Goregaon, Mumbai"
Maruti,2017,Celerio VXI CNG,Celerio VXI CNG,Manual,"79,682 km",1st owner,CNG,MH46-BA6336,"₹8,270/month",₹4.23 Lakh,On Zero down payment,"Goregaon, Mumbai"
Honda,2011,City 1.5L I-VTEC V AT,City 1.5L I-VTEC V AT,Automatic,"65,393 km",2nd owner,Petrol,MH02-CD2141,"₹12,992/month",₹2.76 Lakh,On Zero down payment,"Mulund West, Mumbai"
Hyundai,2014,Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,"59,799 km",2nd owner,Petrol,MH02-DJ9891,"₹7,875/month",₹3.54 Lakh,On Zero down payment,"Mulund West, Mumbai"
Honda,2013,Brio S MT,Brio S MT,Manual,"49,834 km",1st owner,Petrol,MH02-CW6729,"₹7,373/month",₹2.8 Lakh,On Zero down payment,"Goregaon, Mumbai"
Volkswagen,2016,Polo GT TSI AT,Polo GT TSI AT,Automatic,"15,450 km",2nd owner,Petrol,MH01-CH3482,"₹11,887/month",₹6.08 Lakh,On Zero down payment,"Mulund West, Mumbai"
Maruti,2018,Swift VDI AMT,Swift VDI AMT,Automatic,"69,332 km",1st owner,Diesel,MH43-BN8216,"₹12,297/month",₹6.29 Lakh,On Zero down payment,"Mulund West, Mumbai"
Volkswagen,2015,Polo GT TSI AT,Polo GT TSI AT,Automatic,"54,590 km",1st owner,Petrol,MH02-DW9309,"₹11,105/month",₹5.68 Lakh,On Zero down payment,Seawood
